Id,AnlagenbetreiberId,AnlagenbetreiberMaStRNummer,AnlagenbetreiberName,BetriebsStatusId,BetriebsStatusName,DatumLetzteAktualisierung,EinheitMeldeDatum,EinheitName,InbetriebnahmeDatum,MaStRNummer,PersonenArtId,Typ,Ort,Plz,AnzahlSolarModule,Bruttoleistung,EnergietraegerName,Flurstueck,IsAnonymisiert,IsPilotwindanlage,LokationId,Nettonennleistung
5304937,3541016,ABR967178918479,,35,In Betrieb,2022-09-07,2022-09-07,,2022-06-29,SEE944322061724,518,1,Münster,48161,19,7.03,Solare Strahlungsenergie,,True,,5123547,7.0
5305126,3541186,ABR919570544305,,35,In Betrieb,2023-03-05,2022-09-07,,2022-06-07,SEE974991288276,518,1,Münster,48167,12,4.8,Solare Strahlungsenergie,,True,,5123684,4.2
5305334,3536139,ABR929742261893,,35,In Betrieb,2023-03-11,2022-09-07,,2022-09-09,SEE935792850130,518,1,Münster,48153,20,7.6,Solare Strahlungsenergie,,True,,5123885,7.38
5300258,3423135,ABR957995117452,,35,In Betrieb,2023-02-10,2022-09-06,,2022-08-08,SEE981820800417,518,1,Münster,48163,22,8.36,Solare Strahlungsenergie,,True,,5119442,7.0
5300606,3538275,ABR932197739916,,35,In Betrieb,2023-03-09,2022-09-06,,2022-08-12,SEE970114746012,518,1,Münster,48167,2,0.72,Solare Strahlungsenergie,,True,,5119717,0.6
5300711,3538338,ABR975083764173,,35,In Betrieb,2022-09-06,2022-09-06,,2022-09-03,SEE907201732481,518,1,Münster,48165,2,0.72,Solare Strahlungsenergie,,True,,5119819,0.6
5301442,3538764,ABR999721698613,,35,In Betrieb,2023-02-09,2022-09-06,,2022-10-06,SEE983487354999,518,1,Münster,48163,1,0.37,Solare Strahlungsenergie,,True,,5120524,0.37
5301916,3539128,ABR913043334349,,35,In Betrieb,2022-09-06,2022-09-06,,2022-09-05,SEE910111585825,518,1,Münster,48147,2,0.75,Solare Strahlungsenergie,,True,,5120916,0.6
5302242,3539352,ABR934053201988,,35,In Betrieb,2023-02-10,2022-09-06,,2022-08-28,SEE934588668218,518,1,Münster,48157,5,0.9,Solare Strahlungsenergie,,True,,5121180,0.6
5223030,3486501,ABR996046692692,,35,In Betrieb,2024-05-28,2022-09-05,,2022-08-22,SEE987732615507,518,1,Münster,48155,2,0.75,Solare Strahlungsenergie,,True,,5116103,0.4
5255991,3508262,ABR975074963158,,35,In Betrieb,2023-03-09,2022-09-05,,2022-09-05,SEE966694291943,518,1,Münster,48167,26,9.62,Solare Strahlungsenergie,,True,,5117491,9.2
5295966,3535285,ABR932078329274,,35,In Betrieb,2023-03-10,2022-09-05,,2022-08-26,SEE957980327552,518,1,Münster,48165,27,10.26,Solare Strahlungsenergie,,True,,5115656,10.0
5296149,3535383,ABR925461205293,,35,In Betrieb,2023-03-10,2022-09-05,,2022-09-05,SEE922962833390,518,1,Münster,48161,16,6.08,Solare Strahlungsenergie,,True,,5115889,6.0
5297389,3536163,ABR958310922256,,35,In Betrieb,2023-03-09,2022-09-05,,2022-08-04,SEE947107001137,518,1,Münster,48161,19,7.6,Solare Strahlungsenergie,,True,,5116909,6.0
5297986,3536470,ABR999919571407,,31,In Planung,2022-09-05,2022-09-05,,,SEE966722469474,518,1,Münster,48143,2,0.68,Solare Strahlungsenergie,,True,,,0.6
5299050,3537230,ABR960743671076,,35,In Betrieb,2023-03-09,2022-09-05,,2022-08-29,SEE912055999362,518,1,Münster,48167,38,14.06,Solare Strahlungsenergie,,True,,5118364,10.0
5295527,3534962,ABR995573759694,,35,In Betrieb,2022-09-04,2022-09-04,,2022-09-01,SEE928645395377,518,1,Münster,48157,21,7.875,Solare Strahlungsenergie,,True,,5115297,5.0
5224182,3487365,ABR999386579845,,35,In Betrieb,2023-02-08,2022-09-03,,2022-08-26,SEE977422280597,518,1,Münster,48163,2,0.75,Solare Strahlungsenergie,,True,,5113897,0.6
5293906,3533705,ABR909723864220,,35,In Betrieb,2022-09-03,2022-09-03,,2022-08-04,SEE975219525913,518,1,Münster,48157,26,9.86,Solare Strahlungsenergie,,True,,5113961,2.5
5294146,3533914,ABR937987753226,,35,In Betrieb,2023-02-16,2022-09-03,,2022-09-06,SEE963481007596,518,1,Münster,48159,19,7.6,Solare Strahlungsenergie,,True,,5114174,7.0
5294446,3534148,ABR992628573472,,35,In Betrieb,2023-07-23,2022-09-03,,2022-10-13,SEE970007647808,518,1,Münster,48161,2,0.71,Solare Strahlungsenergie,,True,,5114419,0.6
5291505,3532084,ABR946483886789,,35,In Betrieb,2023-02-08,2022-09-02,,2022-09-02,SEE912742113736,518,1,Münster,48157,2,0.6,Solare Strahlungsenergie,,True,,5111896,0.6
5292193,3532519,ABR986010626808,,35,In Betrieb,2023-02-08,2022-09-02,,2022-09-01,SEE910515399554,518,1,Münster,48145,2,0.72,Solare Strahlungsenergie,,True,,5112475,0.6
5292307,3532517,ABR940840117820,,35,In Betrieb,2023-03-09,2022-09-02,,2022-05-09,SEE961551873539,517,1,Münster,48163,312,99.84,Solare Strahlungsenergie,,False,,5112604,82.8
5292383,3532632,ABR980039962305,,35,In Betrieb,2023-11-08,2022-09-02,,2022-08-22,SEE995181490668,518,1,Münster,48161,20,7.2,Solare Strahlungsenergie,,True,,5112647,7.2
5289216,3530493,ABR908793350848,,37,Vorübergehend stillgelegt,2024-10-22,2022-09-01,,2022-11-29,SEE921467512427,518,1,Münster,48163,2,0.4,Solare Strahlungsenergie,,True,,5109948,0.35
5289450,3528818,ABR914008289902,,35,In Betrieb,2022-12-04,2022-09-01,,2022-08-24,SEE962599438209,518,1,Münster,48167,26,9.88,Solare Strahlungsenergie,,True,,5110124,8.0
4672920,3139034,ABR966887776417,,35,In Betrieb,2023-03-07,2022-08-31,,2021-10-26,SEE946355038476,518,1,Münster,48151,23,8.51,Solare Strahlungsenergie,,True,,5106690,7.0
5285253,3528017,ABR990553021334,,35,In Betrieb,2023-06-13,2022-08-31,,2022-08-22,SEE917723529285,518,1,Münster,48145,28,10.08,Solare Strahlungsenergie,,True,,5106481,8.0
5286127,3528380,ABR972113118265,,35,In Betrieb,2023-03-07,2022-08-31,,2022-09-06,SEE914250709807,518,1,Münster,48157,16,6.08,Solare Strahlungsenergie,,True,,5107177,5.0
5286905,3486093,ABR970708500068,,31,In Planung,2022-11-20,2022-08-31,,,SEE990238019182,518,1,Münster,48165,2,0.538,Solare Strahlungsenergie,,True,,,0.538
5185717,3462041,ABR965862588892,,35,In Betrieb,2023-02-06,2022-08-30,,2022-08-17,SEE938320847350,518,1,Münster,48145,3,1.11,Solare Strahlungsenergie,,True,,5102928,0.6
5281425,3525526,ABR913010164351,,35,In Betrieb,2023-02-07,2022-08-30,,2022-08-22,SEE969975055715,518,1,Münster,48161,27,9.855,Solare Strahlungsenergie,,True,,5102982,9.855
5282624,3526257,ABR914716633790,,35,In Betrieb,2023-09-07,2022-08-30,,2022-08-25,SEE950271481780,518,1,Münster,48153,16,6.0,Solare Strahlungsenergie,,True,,5104059,5.0
5282774,3526344,ABR990623790320,,35,In Betrieb,2023-03-07,2022-08-30,,2022-08-29,SEE933269626059,518,1,Münster,48167,2,0.79,Solare Strahlungsenergie,,True,,5104180,0.6
5282970,3526515,ABR981702168215,,35,In Betrieb,2023-02-06,2022-08-30,,2022-08-23,SEE976503445894,518,1,Münster,48159,28,10.22,Solare Strahlungsenergie,,True,,5104354,10.0
5283260,3526703,ABR980653335004,,35,In Betrieb,2023-03-07,2022-08-30,,2022-07-31,SEE978001017603,518,1,Münster,48159,1,0.36,Solare Strahlungsenergie,,True,,5104608,0.3
5283723,3526991,ABR929440610146,,35,In Betrieb,2023-02-17,2022-08-30,,2022-10-13,SEE977718421444,518,1,Münster,48167,2,0.79,Solare Strahlungsenergie,,True,,5105036,0.6
5283873,3527110,ABR922010482754,,35,In Betrieb,2023-03-07,2022-08-30,,2022-09-16,SEE937543782226,518,1,Münster,48161,24,9.12,Solare Strahlungsenergie,,True,,5105147,8.8
5284264,3527394,ABR971893008735,,35,In Betrieb,2023-03-01,2022-08-30,,2022-05-16,SEE954827657599,518,1,Münster,48167,22,8.69,Solare Strahlungsenergie,,True,,5105490,8.0
5260199,3511087,ABR954629238552,,35,In Betrieb,2024-09-28,2022-08-29,,2023-01-16,SEE990028161527,518,1,Münster,48147,4,1.58,Solare Strahlungsenergie,,True,,5100516,0.8
5270034,3517670,ABR965425413111,,35,In Betrieb,2023-02-06,2022-08-29,,2022-08-17,SEE912330445065,518,1,Münster,48167,24,7.8,Solare Strahlungsenergie,,True,,5101349,6.0
5274206,3520382,ABR922590048951,,35,In Betrieb,2022-08-29,2022-08-29,,2022-07-20,SEE915575062707,518,1,Münster,48155,24,9.6,Solare Strahlungsenergie,,True,,5102131,8.0
5278808,3523712,ABR960237520491,,35,In Betrieb,2023-03-07,2022-08-29,,2022-05-16,SEE992202480073,518,1,Münster,48163,30,9.75,Solare Strahlungsenergie,,True,,5100755,9.75
5279361,3523926,ABR980545932977,,35,In Betrieb,2023-03-07,2022-08-29,,2022-08-23,SEE976325666859,517,1,Münster,48159,80,29.97,Solare Strahlungsenergie,,True,,5101194,29.97
5280717,3525025,ABR945667040283,,35,In Betrieb,2023-02-06,2022-08-29,,2022-08-26,SEE995132041895,518,1,Münster,48167,22,8.36,Solare Strahlungsenergie,,True,,5102385,6.0
5281076,3525288,ABR939988010926,,35,In Betrieb,2023-02-06,2022-08-29,,2022-07-01,SEE998234776979,518,1,Münster,48157,24,9.6,Solare Strahlungsenergie,,True,,5102694,9.6
5281122,3525310,ABR982703173871,,31,In Planung,2022-10-01,2022-08-29,,,SEE912138314891,518,1,Münster,48165,24,9.4,Solare Strahlungsenergie,,True,,,6.0
5281271,1270404,ABR946506258548,,35,In Betrieb,2022-09-28,2022-08-29,,2022-08-16,SEE968529049064,518,1,Münster,48149,13,4.615,Solare Strahlungsenergie,,True,,2160927,4.615
5277167,3522496,ABR913598143021,,35,In Betrieb,2023-02-07,2022-08-28,,2022-08-18,SEE982163281628,518,1,Münster,48157,20,7.7,Solare Strahlungsenergie,,True,,5099304,7.0
5277564,3522798,ABR996559149096,,35,In Betrieb,2023-03-07,2022-08-28,,2022-05-03,SEE993341903959,518,1,Münster,48167,18,6.66,Solare Strahlungsenergie,,True,,5099660,6.0
5277815,3522782,ABR984970046650,,35,In Betrieb,2023-03-07,2022-08-28,,2022-08-01,SEE943406793292,518,1,Münster,48165,24,9.84,Solare Strahlungsenergie,,True,,5099847,9.84
5278169,1680538,ABR989427966659,,35,In Betrieb,2022-09-20,2022-08-28,,2022-03-23,SEE993999483971,518,1,Münster,48161,1,0.32,Solare Strahlungsenergie,,True,,2647311,0.3
5278174,1680538,ABR989427966659,,35,In Betrieb,2022-09-20,2022-08-28,,2022-03-23,SEE945514857408,518,1,Münster,48161,3,1.215,Solare Strahlungsenergie,,True,,2647311,1.215
5275933,3503481,ABR912939793857,,35,In Betrieb,2023-02-25,2022-08-27,,2022-07-19,SEE957091554038,518,1,Münster,48163,23,8.74,Solare Strahlungsenergie,,True,,5098264,6.0
5276441,3521851,ABR931059789540,,35,In Betrieb,2022-08-27,2022-08-27,,2022-08-19,SEE979769433872,518,1,Münster,48149,24,9.72,Solare Strahlungsenergie,,True,,5098689,9.72
5276672,3522091,ABR909230386505,,35,In Betrieb,2023-02-06,2022-08-27,,2022-08-18,SEE993692148412,518,1,Münster,48151,2,0.75,Solare Strahlungsenergie,,True,,5098877,0.6
5273365,3498068,ABR992499094274,,35,In Betrieb,2023-03-07,2022-08-26,,2022-09-30,SEE910148476646,518,1,Münster,48155,2,0.73,Solare Strahlungsenergie,,True,,5095971,0.6
5274611,3520645,ABR948876266086,,35,In Betrieb,2023-02-08,2022-08-26,,2022-07-12,SEE907445583702,518,1,Münster,48159,20,7.9,Solare Strahlungsenergie,,True,,5097100,6.0
5275382,3521134,ABR903773010842,,35,In Betrieb,2023-03-07,2022-08-26,,2022-08-22,SEE932287157262,518,1,Münster,48167,18,6.57,Solare Strahlungsenergie,,True,,5097759,6.0
5275834,3521435,ABR964124556211,,35,In Betrieb,2023-02-06,2022-08-26,,2022-08-08,SEE938763958934,518,1,Münster,48157,36,14.58,Solare Strahlungsenergie,,True,,5098183,14.0
5271123,3518407,ABR900428436262,,35,In Betrieb,2023-03-07,2022-08-25,,2022-07-01,SEE963551348260,518,1,Münster,48161,25,9.875,Solare Strahlungsenergie,,True,,5094044,8.5
5271176,3518462,ABR954171996290,,35,In Betrieb,2022-08-25,2022-08-25,,2022-08-25,SEE958552221537,518,1,Münster,48157,47,18.57,Solare Strahlungsenergie,,True,,5094141,17.0
5271789,3518862,ABR919663330679,,35,In Betrieb,2023-07-18,2022-08-25,,2022-11-24,SEE965110901848,518,1,Münster,48157,14,5.53,Solare Strahlungsenergie,,True,,5094554,5.53
5271872,3518913,ABR909149131272,,35,In Betrieb,2023-02-06,2022-08-25,,2022-08-22,SEE995154124354,518,1,Münster,48151,23,8.51,Solare Strahlungsenergie,,True,,5094629,8.0
5272390,2334965,ABR973250769068,,35,In Betrieb,2022-10-26,2022-08-25,,2022-07-15,SEE950672108774,518,1,Münster,48163,30,12.0,Solare Strahlungsenergie,,True,,3417827,10.0
5272884,3519545,ABR963677468941,,35,In Betrieb,2023-03-07,2022-08-25,,2022-08-25,SEE940406626803,518,1,Münster,48155,1,0.3,Solare Strahlungsenergie,,True,,5095557,0.3
5272924,3519570,ABR983644655334,,35,In Betrieb,2023-02-06,2022-08-25,,2022-08-10,SEE988410048433,518,1,Münster,48147,31,12.25,Solare Strahlungsenergie,,True,,5095804,8.0
5198150,3470277,ABR978349568287,,35,In Betrieb,2023-03-03,2022-08-24,,2022-08-24,SEE986191803463,518,1,Münster,48147,2,0.6,Solare Strahlungsenergie,,True,,5090884,0.6
5268042,3516382,ABR904748109615,,35,In Betrieb,2023-02-24,2022-08-24,,2022-06-16,SEE987925945039,518,1,Münster,48167,20,7.9,Solare Strahlungsenergie,,True,,5091212,6.0
5268306,3516524,ABR978171963212,,35,In Betrieb,2023-02-04,2022-08-24,,2022-08-03,SEE951033899935,518,1,Münster,48167,19,6.84,Solare Strahlungsenergie,,True,,5091551,6.0
5269983,3517646,ABR929683675261,,35,In Betrieb,2023-02-02,2022-08-24,,2022-08-17,SEE931920868510,518,1,Münster,48163,56,21.0,Solare Strahlungsenergie,,True,,5092987,17.0
5264657,3514165,ABR956816380525,,35,In Betrieb,2023-02-11,2022-08-23,,2022-08-23,SEE925394189080,518,1,Münster,48165,19,6.27,Solare Strahlungsenergie,,True,,5088210,6.27
5265360,3356093,ABR931408124497,,35,In Betrieb,2023-05-31,2022-08-23,,2022-04-13,SEE990600989631,518,1,Münster,48165,28,10.36,Solare Strahlungsenergie,,True,,5088912,10.0
5266248,3515199,ABR954524990357,,35,In Betrieb,2023-10-20,2022-08-23,,2022-12-15,SEE955800126958,518,1,Münster,48157,25,10.0,Solare Strahlungsenergie,,True,,5089576,9.2
5266429,3515269,ABR949817244019,,35,In Betrieb,2023-02-26,2022-08-23,,2022-04-22,SEE940312843165,518,1,Münster,48159,17,6.29,Solare Strahlungsenergie,,True,,5089802,5.0
5266941,3515574,ABR975839953868,,35,In Betrieb,2022-08-23,2022-08-23,,2022-08-23,SEE972581436465,518,1,Münster,48147,15,4.6,Solare Strahlungsenergie,,True,,5090251,4.6
5267406,3515978,ABR997420672743,,35,In Betrieb,2023-02-02,2022-08-23,,2022-08-18,SEE959320779212,518,1,Münster,48157,20,7.7,Solare Strahlungsenergie,,True,,5090661,7.0
5261729,3512229,ABR953756323698,,35,In Betrieb,2023-02-02,2022-08-22,,2022-08-18,SEE963657354592,518,1,Münster,48165,50,20.25,Solare Strahlungsenergie,,True,,5085632,18.0
5261786,3512261,ABR926634387662,,35,In Betrieb,2023-02-28,2022-08-22,,2022-08-17,SEE985613866406,518,1,Münster,48159,26,9.75,Solare Strahlungsenergie,,True,,5085752,8.0
5262241,3512545,ABR941527297002,,35,In Betrieb,2023-02-24,2022-08-22,,2022-09-13,SEE993692180115,518,1,Münster,48167,28,9.94,Solare Strahlungsenergie,,True,,5086062,8.0
5263067,3513106,ABR941272695306,,35,In Betrieb,2023-02-28,2022-08-22,,2020-11-19,SEE991902860543,518,1,Münster,48165,29,9.72,Solare Strahlungsenergie,,True,,5086819,9.72
5263681,3512422,ABR963233322038,,35,In Betrieb,2023-01-30,2022-08-22,,2022-10-20,SEE938964687084,518,1,Münster,48147,2,0.58,Solare Strahlungsenergie,,True,,5087354,0.3
5263797,3513552,ABR935045161778,,35,In Betrieb,2022-12-23,2022-08-22,,2007-07-18,SEE939074964973,518,1,Münster,48167,24,3.96,Solare Strahlungsenergie,,True,,5087455,3.96
5261098,3511780,ABR919618517780,,35,In Betrieb,2023-01-31,2022-08-21,,2022-08-18,SEE951193649555,518,1,Münster,48161,25,9.5,Solare Strahlungsenergie,,True,,5085057,8.0
5261321,3342847,ABR907277789709,,35,In Betrieb,2023-02-04,2022-08-21,,2022-06-24,SEE910810516106,518,1,Münster,48147,14,4.55,Solare Strahlungsenergie,,True,,5085239,4.55
5221446,3480086,ABR922079524242,,35,In Betrieb,2024-07-23,2022-08-20,,2022-08-19,SEE938560094590,518,1,Münster,48147,1,0.39,Solare Strahlungsenergie,,True,,5083502,0.39
5259987,1992397,ABR922965625275,,35,In Betrieb,2022-10-01,2022-08-20,,2022-08-19,SEE916901136901,517,1,Münster,48167,12,4.44,Solare Strahlungsenergie,,True,,3017679,4.44
5256869,3456875,ABR926371478579,,35,In Betrieb,2023-03-02,2022-08-19,,2022-03-23,SEE980339304775,517,1,Münster,48155,160,59.2,Solare Strahlungsenergie,,False,,5081243,59.2
5257426,3509246,ABR910975938034,,35,In Betrieb,2023-02-02,2022-08-19,,2022-08-09,SEE975326279556,518,1,Münster,48145,17,6.63,Solare Strahlungsenergie,,True,,5081771,5.5
5258421,3508851,ABR911512895070,,35,In Betrieb,2023-02-02,2022-08-19,,2022-08-19,SEE990230891229,518,1,Münster,48147,2,0.81,Solare Strahlungsenergie,,True,,5082704,0.6
5258453,3509907,ABR941983484152,,35,In Betrieb,2023-02-01,2022-08-19,,2022-08-18,SEE972733546059,518,1,Münster,48165,29,10.44,Solare Strahlungsenergie,,True,,5082739,10.44
5258616,3509997,ABR989327000514,,35,In Betrieb,2023-02-28,2022-08-19,,2022-08-12,SEE922868274594,518,1,Münster,48163,2,0.75,Solare Strahlungsenergie,,True,,5082902,0.6
5254197,3507159,ABR937884490453,,35,In Betrieb,2024-06-20,2022-08-18,,2022-07-13,SEE921182384590,518,1,Münster,48167,24,9.6,Solare Strahlungsenergie,,True,,6964995,8.0
5254543,3507363,ABR901412168893,,35,In Betrieb,2023-08-14,2022-08-18,,2022-08-16,SEE952568182363,518,1,Münster,48167,28,11.06,Solare Strahlungsenergie,,True,,5079418,9.0
5255604,3508047,ABR926126396776,,35,In Betrieb,2023-02-24,2022-08-18,,2022-06-13,SEE910334907558,518,1,Münster,48167,14,5.6,Solare Strahlungsenergie,,True,,5080100,5.5
5255986,3508293,ABR955850505499,,35,In Betrieb,2023-02-02,2022-08-18,,2022-06-13,SEE938092879757,518,1,Münster,48163,16,6.08,Solare Strahlungsenergie,,True,,5080463,5.5
5256191,3508421,ABR919742769369,,35,In Betrieb,2023-02-03,2022-08-18,,2022-08-18,SEE918150938824,518,1,Münster,48167,29,9.86,Solare Strahlungsenergie,,True,,5080660,8.0
5256574,3508664,ABR966751462583,,35,In Betrieb,2023-02-28,2022-08-18,,2022-07-27,SEE918478697410,518,1,Münster,48163,2,0.65,Solare Strahlungsenergie,,True,,5081051,0.6
5190061,3464939,ABR932377612138,,35,In Betrieb,2022-11-24,2022-08-17,,2022-08-16,SEE930094813906,518,1,Münster,48159,2,0.6,Solare Strahlungsenergie,,True,,5077180,0.6
5190899,3464939,ABR932377612138,,35,In Betrieb,2023-01-31,2022-08-17,,2022-08-16,SEE963347288893,518,1,Münster,48159,2,0.6,Solare Strahlungsenergie,,True,,5077188,0.6
5251770,3505520,ABR993485213679,,31,In Planung,2022-09-23,2022-08-17,,,SEE953165609642,518,1,Münster,48165,27,10.53,Solare Strahlungsenergie,,True,,,10.0
5251978,3505667,ABR987815796628,,35,In Betrieb,2022-11-24,2022-08-17,,2022-08-12,SEE991178075528,518,1,Münster,48149,24,9.48,Solare Strahlungsenergie,,True,,5076815,9.48
5252676,3506147,ABR935001167974,,35,In Betrieb,2023-01-30,2022-08-17,,2022-07-05,SEE906215133093,518,1,Münster,48149,24,8.88,Solare Strahlungsenergie,,True,,5077497,7.0
5248298,3503373,ABR907107346041,,35,In Betrieb,2023-05-19,2022-08-16,,2023-03-27,SEE980043040136,518,1,Münster,48161,30,12.0,Solare Strahlungsenergie,,True,,5073481,8.0
5249434,3504010,ABR948210921725,,35,In Betrieb,2023-01-30,2022-08-16,,2022-08-16,SEE914883891184,518,1,Münster,48143,2,0.75,Solare Strahlungsenergie,,True,,5074551,0.6
5250566,3504751,ABR907926952621,,35,In Betrieb,2023-02-10,2022-08-16,,2022-08-15,SEE958331740938,518,1,Münster,48161,2,0.79,Solare Strahlungsenergie,,True,,5075583,0.6
5250726,3504870,ABR970620770525,,35,In Betrieb,2023-01-30,2022-08-16,,2022-08-02,SEE942885029601,518,1,Münster,48167,19,7.6,Solare Strahlungsenergie,,True,,5075693,6.0
5245535,3500728,ABR959790048962,,35,In Betrieb,2023-02-05,2022-08-15,,2022-06-13,SEE958692874945,518,1,Münster,48163,16,6.08,Solare Strahlungsenergie,,True,,5071024,5.5
5245883,3501820,ABR954423412301,,35,In Betrieb,2023-02-28,2022-08-15,,2022-08-03,SEE982347414415,518,1,Münster,48157,18,6.93,Solare Strahlungsenergie,,True,,5071336,6.93
5246912,3502449,ABR996614715037,,35,In Betrieb,2023-02-28,2022-08-15,,2022-08-17,SEE921973091577,518,1,Münster,48149,19,7.695,Solare Strahlungsenergie,,True,,5072274,7.695
5246988,3502498,ABR943326598694,,35,In Betrieb,2024-03-21,2022-08-15,,2022-08-10,SEE990838991086,518,1,Münster,48159,30,11.4,Solare Strahlungsenergie,,True,,5072352,9.0
5228987,3438374,ABR996325311092,,35,In Betrieb,2023-02-25,2022-08-14,,2022-06-27,SEE971571540441,518,1,Münster,48163,41,14.76,Solare Strahlungsenergie,,True,,5070393,10.0
5153719,3440693,ABR916967223447,,35,In Betrieb,2022-11-24,2022-08-13,,2022-07-26,SEE950686102423,518,1,Münster,48159,2,0.72,Solare Strahlungsenergie,,True,,5069427,0.6
5243522,3500101,ABR904474221100,,35,In Betrieb,2022-08-13,2022-08-13,,2022-08-13,SEE959287220666,518,1,Münster,48165,2,0.75,Solare Strahlungsenergie,,True,,5069248,0.75
5190429,3465175,ABR965292797321,,35,In Betrieb,2024-07-31,2022-08-12,,2022-08-01,SEE938532992862,518,1,Münster,48161,2,0.75,Solare Strahlungsenergie,,True,,5067192,0.6
5242503,3499338,ABR932362091382,,35,In Betrieb,2023-02-07,2022-08-12,,2022-06-08,SEE932600660868,518,1,Münster,48161,20,8.0,Solare Strahlungsenergie,,True,,5068342,7.0
5238312,3496686,ABR942482064371,,35,In Betrieb,2023-01-27,2022-08-11,,2022-08-09,SEE960370774843,518,1,Münster,48163,26,9.88,Solare Strahlungsenergie,,True,,5064611,9.6
5238660,3496922,ABR953728916453,,35,In Betrieb,2023-01-27,2022-08-11,,2022-07-21,SEE959026998467,518,1,Münster,48163,20,7.4,Solare Strahlungsenergie,,True,,5064844,7.0
5240095,3497794,ABR930870666085,,35,In Betrieb,2022-12-22,2022-08-11,,2011-12-29,SEE929191266616,518,1,Münster,48157,54,11.88,Solare Strahlungsenergie,,True,,5066169,11.88
5240143,3497848,ABR902406736777,,35,In Betrieb,2024-07-03,2022-08-11,,2022-08-03,SEE947865077764,518,1,Münster,48155,26,9.36,Solare Strahlungsenergie,,True,,5066197,8.0
5240332,3497973,ABR960472484046,,35,In Betrieb,2023-02-24,2022-08-11,,2022-05-24,SEE946009587633,517,1,Münster,48153,27,13.425,Solare Strahlungsenergie,,True,,5066378,10.0
5237054,3495827,ABR977622752337,,35,In Betrieb,2023-01-31,2022-08-10,,2022-08-10,SEE914226668664,518,1,Münster,48167,19,7.22,Solare Strahlungsenergie,,True,,5063512,7.0
5237171,3495905,ABR984742062567,,35,In Betrieb,2023-02-24,2022-08-10,,2022-06-27,SEE952795320286,518,1,Münster,48155,26,9.88,Solare Strahlungsenergie,,True,,5063575,8.0
5150302,3438444,ABR958202993654,,35,In Betrieb,2023-02-22,2022-08-09,,2022-08-08,SEE994534388515,518,1,Münster,48165,2,0.69,Solare Strahlungsenergie,,True,,5060234,0.6
5233180,3493345,ABR972704962772,,35,In Betrieb,2023-02-22,2022-08-09,,2022-07-07,SEE906986958284,518,1,Münster,48157,14,5.32,Solare Strahlungsenergie,,True,,5060046,4.2
5233712,1506338,ABR997461633055,,35,In Betrieb,2023-10-11,2022-08-09,,2022-06-29,SEE974648273983,518,1,Münster,48165,22,8.36,Solare Strahlungsenergie,,True,,5060476,7.0
5233948,3493843,ABR964572480489,,35,In Betrieb,2023-01-24,2022-08-09,,2022-07-22,SEE915037537873,518,1,Münster,48163,30,11.25,Solare Strahlungsenergie,,True,,5060745,11.25
5234381,1370143,ABR998875307211,,35,In Betrieb,2022-09-30,2022-08-09,,2022-06-15,SEE951748649580,518,1,Münster,48161,13,5.265,Solare Strahlungsenergie,,True,,2277464,5.265
5229314,3490935,ABR915502016476,,35,In Betrieb,2023-06-19,2022-08-08,,2022-11-18,SEE940881044253,518,1,Münster,48163,22,9.02,Solare Strahlungsenergie,,True,,5056634,8.0
5229664,3491134,ABR931147763759,,35,In Betrieb,2023-02-01,2022-08-08,,2022-07-14,SEE991370619124,518,1,Münster,48165,28,11.48,Solare Strahlungsenergie,,True,,5056993,11.48
5230428,3491621,ABR949231739511,,35,In Betrieb,2023-05-19,2022-08-08,,2023-01-27,SEE962412163288,518,1,Münster,48161,30,11.25,Solare Strahlungsenergie,,True,,5057595,8.0
5230550,3491651,ABR967578244161,,35,In Betrieb,2023-01-18,2022-08-08,,2022-05-24,SEE923784466049,518,1,Münster,48155,45,16.2,Solare Strahlungsenergie,,True,,5057691,10.0
5230844,3491883,ABR981425098899,,35,In Betrieb,2023-02-16,2022-08-08,,2022-06-28,SEE965490702240,518,1,Münster,48163,28,10.36,Solare Strahlungsenergie,,True,,5057932,9.2
5201629,3472638,ABR911878834614,,35,In Betrieb,2023-02-16,2022-08-07,,2022-07-19,SEE995958590621,518,1,Münster,48167,22,8.14,Solare Strahlungsenergie,,True,,5055695,8.0
5229014,3490741,ABR960610258584,,35,In Betrieb,2023-02-15,2022-08-07,,2022-08-03,SEE973729368068,518,1,Münster,48167,20,8.0,Solare Strahlungsenergie,,True,,5056364,7.0
5090543,3400353,ABR958879156291,,35,In Betrieb,2022-11-22,2022-08-06,,2022-08-05,SEE914115663596,518,1,Münster,48153,4,0.76,Solare Strahlungsenergie,,True,,5055265,0.6
5148486,3435962,ABR928627233857,,35,In Betrieb,2023-01-17,2022-08-05,,2022-08-04,SEE922792327311,518,1,Münster,48161,22,8.8,Solare Strahlungsenergie,,True,,5052958,8.0
5225838,3488390,ABR979721196845,,35,In Betrieb,2022-11-15,2022-08-05,,2022-03-01,SEE972743457178,518,1,Münster,48163,45,14.4,Solare Strahlungsenergie,,True,,3462116,14.0
5226169,3488556,ABR998886144249,,35,In Betrieb,2022-08-05,2022-08-05,,2006-01-01,SEE955609882710,517,1,Münster,48161,20,6.4,Solare Strahlungsenergie,,True,,5054057,5.5
5226512,3488809,ABR961087238284,,35,In Betrieb,2023-01-17,2022-08-05,,2022-09-14,SEE929401426342,518,1,Münster,48167,20,7.4,Solare Strahlungsenergie,,True,,5054352,7.4
